step,time_ps,coordination_number,mean_metal_oxygen_distance_A,bias_potential_kj_per_mol,escape_condition_met
0,0.0,8.701246506479617,2.3432369829649917,0.0,FALSE
500,1.0,8.752267943086197,2.3451893528369245,1.9401979634327442,FALSE
1000,2.0,8.725201476362564,2.353275655164699,3.673165996721172,FALSE
1500,3.0,8.751083916456428,2.341540993186153,5.247839071901564,FALSE
2000,4.0,8.739679650425925,2.356728332330766,6.691651243818015,FALSE
2500,5.0,8.761808621535662,2.3356770153898685,8.000869629388596,FALSE
3000,6.0,8.707924948685568,2.355915433289288,9.1788589193637,FALSE
3500,7.0,8.747348154662431,2.326795135199589,10.352595686251046,FALSE
4000,8.0,8.545382888361036,2.363871811162245,9.026289212818611,FALSE
4500,9.0,8.726193347385584,2.3426725511908315,12.380210067975334,FALSE
5000,10.0,8.743818091022725,2.349173084215554,13.296863596140527,FALSE
5500,11.0,8.732482246874921,2.3519709967078843,14.241752650688676,FALSE
6000,12.0,8.705448688903278,2.3544552150938283,15.08276297063219,FALSE
6500,13.0,8.704193863756316,2.348210060399933,15.91546852665993,FALSE
7000,14.0,8.760021105237334,2.335727816771089,16.549439592463187,FALSE
7500,15.0,8.753736720550348,2.347437710225602,17.37602750868663,FALSE
8000,16.0,8.743276528094874,2.3388410728439553,18.160429820814812,FALSE
8500,17.0,8.70637971288037,2.3530418664982338,18.847860879137116,FALSE
9000,18.0,8.785601488075853,2.3287935076852007,18.958794319954308,FALSE
9500,19.0,8.774280217778061,2.338774082365791,19.83753061142919,FALSE
10000,20.0,8.764775261788959,2.3396980419342177,20.59797045839237,FALSE
10500,21.0,8.66424307643855,2.365301487857755,20.736477507096083,FALSE
11000,22.0,8.772186859400312,2.330896009432265,21.605605386431428,FALSE
11500,23.0,8.760878850970524,2.345265482639965,22.370369354769753,FALSE
12000,24.0,8.78226709668438,2.3328055118855193,22.56109343313004,FALSE
12500,25.0,8.76240376041711,2.341173926859073,23.43875728439455,FALSE
13000,26.0,8.767756119436381,2.3319647410797204,23.83265600114658,FALSE
13500,27.0,8.751342513884117,2.3458156177511253,24.55178432383593,FALSE
14000,28.0,8.780753634741622,2.3315666714561343,24.590108062524454,FALSE
14500,29.0,8.745972209411716,2.344544092385032,25.54977347860001,FALSE
15000,30.0,8.750149834640418,2.3431777661131252,25.97984005143133,FALSE
15500,31.0,8.773130930901733,2.337700329431413,26.130704826175208,FALSE
16000,32.0,8.76590439918101,2.3350333256256395,26.667644148932656,FALSE
16500,33.0,8.77707983901096,2.337245720875708,26.920499184206207,FALSE
17000,34.0,8.755366160061575,2.344399723284459,27.651693177560755,FALSE
17500,35.0,8.780016434366678,2.3254847248538004,27.576285714864095,FALSE
18000,36.0,8.746086154542017,2.3487193742914854,28.513082008251136,FALSE
18500,37.0,8.762424602315772,2.332978516203573,28.721884671525686,FALSE
19000,38.0,8.783348205173946,2.320779518704209,28.597626718882044,FALSE
19500,39.0,8.749356576613554,2.344010230073984,29.63882952692722,FALSE
20000,40.0,8.76411330961866,2.3409614425377883,29.84557829165393,FALSE
20500,41.0,8.774999967371942,2.336762885085904,30.0136058262802,FALSE
21000,42.0,8.751982751862672,2.3444233873184976,30.683327479375233,FALSE
21500,43.0,8.781917136974656,2.3237267182426202,30.433143654109433,FALSE
22000,44.0,8.763521003899385,2.3498995403576473,31.216380863652827,FALSE
22500,45.0,8.730520005687708,2.348116117985726,31.737886676174544,FALSE
23000,46.0,8.712751299858866,2.344165780006307,31.950889485739562,FALSE
23500,47.0,8.745550806796597,2.339540917405802,32.359593627738995,FALSE
24000,48.0,8.755053209418007,2.3415620429766903,32.59962800699816,FALSE
24500,49.0,8.584231267008118,2.357196899377825,27.67011510577765,FALSE
25000,50.0,8.750871319030853,2.346097624198791,33.24849328637657,FALSE
25500,51.0,8.707957700106368,2.3486809359635545,33.41316170804586,FALSE
26000,52.0,8.720360605633731,2.344952097531541,33.84378093382343,FALSE
26500,53.0,8.666540632285098,2.3475083354041355,32.97318549245791,FALSE
27000,54.0,8.512642793227213,2.346871952709957,23.78255990314538,FALSE
27500,55.0,8.736609910633339,2.333405524630628,34.751938632219776,FALSE
28000,56.0,8.753759491143782,2.333811417651452,34.910186383241296,FALSE
28500,57.0,8.70079868789625,2.353865612499946,35.00652759523833,FALSE
29000,58.0,8.787289552364259,2.3278110931016864,34.6974403533691,FALSE
29500,59.0,8.775703447434635,2.3281537357976707,35.26675836625036,FALSE
30000,60.0,8.746386272450362,2.339326160586141,36.057865940255404,FALSE
30500,61.0,8.731101770078425,2.339601325851851,36.352182032819904,FALSE
31000,62.0,8.750160706746007,2.3280179149894247,36.4316918048066,FALSE
31500,63.0,8.42288243225119,2.3665033496496917,17.782329556385374,FALSE
32000,64.0,8.746952867144818,2.3349811286906026,37.058979794791064,FALSE
32500,65.0,8.722023506123822,2.330529068727294,37.29001806236666,FALSE
33000,66.0,8.51629732720642,2.3475972984346436,26.67115090823575,FALSE
33500,67.0,8.578269915192964,2.353566326217095,32.01250110219167,FALSE
34000,68.0,8.646938308283733,2.3469038842234498,36.361523090001015,FALSE
34500,69.0,8.51411809297672,2.346947400038953,27.41557999686472,FALSE
35000,70.0,8.537131228537438,2.3474183868627603,29.7583621367842,FALSE
35500,71.0,8.55851958447849,2.355537007789835,31.78668613763569,FALSE
36000,72.0,8.531068121105541,2.34649202923713,29.978022084168096,FALSE
36500,73.0,8.484876460715324,2.35449437147015,26.345514902992388,FALSE
37000,74.0,8.548483803032022,2.3362001545897764,32.125692158627515,FALSE
37500,75.0,8.52396448218697,2.3406635564426663,30.45956168099421,FALSE
38000,76.0,8.483758061690315,2.3530290625097923,27.243382937757833,FALSE
38500,77.0,8.564161397123435,2.3375284633729168,34.32214795566682,FALSE
39000,78.0,8.499366349502052,2.34498360559841,29.365644087298747,FALSE
39500,79.0,8.570736252622453,2.3551408822532953,35.48456488236807,FALSE
40000,80.0,8.50847774927072,2.3481387915085836,30.829966705811398,FALSE
40500,81.0,8.425310905754985,2.3290203493618593,23.60484917453626,FALSE
41000,82.0,8.464220453088373,2.3555281294048775,27.589158047286354,FALSE
41500,83.0,8.435142618091765,2.350064245166906,25.40201252311693,FALSE
42000,84.0,8.37477769435956,2.3385172284357694,20.457320471006135,FALSE
42500,85.0,8.350469704890157,2.3477685770186514,18.942975590872244,FALSE
43000,86.0,8.346433303745716,2.3549888582148286,19.149778180880023,FALSE
43500,87.0,8.541129363004883,2.3510446725411613,36.52088656401498,FALSE
44000,88.0,8.498264031392859,2.3622659511563047,33.23900150465627,FALSE
44500,89.0,8.54230930927563,2.337177894722436,37.11060475490059,FALSE
45000,90.0,8.530437660955721,2.352613254034398,36.405704845574355,FALSE
45500,91.0,8.416710101094312,2.3372211103992186,26.653002856822393,FALSE
46000,92.0,8.502253325356431,2.353233827687664,34.60849536899591,FALSE
46500,93.0,8.541734574822293,2.3688725895973035,37.77299740261181,FALSE
47000,94.0,8.568061575629319,2.3446078060365743,40.13749258335585,FALSE
47500,95.0,8.599273103116346,2.344475858598382,42.168088405523704,FALSE
48000,96.0,8.516888417150973,2.3511153524743693,36.8139477601329,FALSE
48500,97.0,8.51867990928999,2.357968016798832,37.13260462577737,FALSE
49000,98.0,8.39797347243531,2.3419370267654482,26.49107253701597,FALSE
49500,99.0,8.528410618916556,2.338514203490843,38.569986251138886,FALSE
50000,100.0,8.384695232203766,2.3391815170226997,25.85085188042619,FALSE
50500,101.0,8.50998099189925,2.3525967964331005,37.67001779436932,FALSE
51000,102.0,8.56708744797944,2.3636619561515455,41.88550522137877,FALSE
51500,103.0,8.571091473327305,2.363302561806034,42.33864708558734,FALSE
52000,104.0,8.546957888207709,2.3587584353664552,41.02311419112934,FALSE
52500,105.0,8.516985048332998,2.3741139371209448,38.68012062321397,FALSE
53000,106.0,8.534276958331949,2.3475424134533585,40.73166066194983,FALSE
53500,107.0,8.457118797308048,2.354754730784247,34.38225673052252,FALSE
54000,108.0,8.482581222329626,2.3570657710178686,36.871318868532306,FALSE
54500,109.0,8.310176763157056,2.3407124833627484,21.056210972703262,FALSE
55000,110.0,8.480644033546442,2.3540105075512674,37.31203259925565,FALSE
55500,111.0,8.596336298846861,2.352227432480856,45.55153375530777,FALSE
56000,112.0,8.577447197520307,2.3353792704960776,44.75406750609089,FALSE
56500,113.0,8.443180126508011,2.357456821579332,34.37427760658235,FALSE
57000,114.0,8.496374982998317,2.3492600909440418,39.4452516681281,FALSE
57500,115.0,8.316210276791171,2.3355524268872703,22.866477603118042,FALSE
58000,116.0,8.251290893774318,2.3422281875875584,17.998134546132306,FALSE
58500,117.0,8.264395732707325,2.332948403221263,19.56579351028948,FALSE
59000,118.0,8.21286600681821,2.3288752635974426,16.05514523407334,FALSE
59500,119.0,8.278509119834075,2.3512813113208804,21.955537730178474,FALSE
60000,120.0,8.322852606449732,2.3535061488453186,26.29662352393591,FALSE
60500,121.0,8.346871023621098,2.34471211211384,29.011240184998265,FALSE
61000,122.0,8.327453877190036,2.342547962457469,27.590448639081306,FALSE
61500,123.0,8.434297914588294,2.347975749314862,37.58667318992508,FALSE
62000,124.0,8.281739149238609,2.352712504597275,23.994268673146358,FALSE
62500,125.0,8.32766364639373,2.340294339326166,28.66050308784355,FALSE
63000,126.0,8.572504564198443,2.347953682710256,48.02732600440565,FALSE
63500,127.0,8.605908260514035,2.333663654025094,49.27347215699255,FALSE
64000,128.0,8.566451649746613,2.3392110386786062,47.97667281123247,FALSE
64500,129.0,8.547990266552976,2.343573979287979,47.18697161390807,FALSE
65000,130.0,8.762794241689216,2.3393977860224258,47.10004966046363,FALSE
65500,131.0,8.7783190290778,2.3337383232369304,46.190644738290196,FALSE
66000,132.0,8.710200723982924,2.348302989646964,49.79137943982235,FALSE
66500,133.0,8.728089082325099,2.361186279240803,49.08450299542452,FALSE
67000,134.0,8.728336379293122,2.3405873371308163,49.369560525800736,FALSE
67500,135.0,8.765320754352576,2.3404017500812224,47.57476438595095,FALSE
68000,136.0,8.777939494964409,2.3401365991805947,46.88572699409302,FALSE
68500,137.0,8.747054331238967,2.3457250161115697,48.87733971681831,FALSE
69000,138.0,8.75459484724067,2.346602725079963,48.58531372355972,FALSE
69500,139.0,8.776430317675013,2.3294796491191407,47.23886973795592,FALSE
70000,140.0,8.782804282689948,2.3356964274123455,47.008146617074274,FALSE
70500,141.0,8.767780609558296,2.3308526468840953,48.07542861109883,FALSE
71000,142.0,8.789184086540486,2.324920379702421,46.634032572437455,FALSE
71500,143.0,8.722918557076209,2.347332329569096,50.69906546362176,FALSE
72000,144.0,8.75520435753226,2.3465073222755097,49.288168275232714,FALSE
72500,145.0,8.751270995164363,2.345927425779318,49.62740422991889,FALSE
73000,146.0,8.757591599095122,2.3445295516122466,49.39763554449474,FALSE
73500,147.0,8.789740716611098,2.3276106052086094,47.23150132030069,FALSE
74000,148.0,8.753666482092617,2.34510856850676,49.85336711138861,FALSE
74500,149.0,8.776950736043696,2.3307917344814513,48.42991836779683,FALSE
75000,150.0,8.776536131134174,2.3286430856339195,48.54270123441914,FALSE
75500,151.0,8.752139967032141,2.336871391173277,50.25312664141768,FALSE
76000,152.0,8.765212466846267,2.3366270872124093,49.6037726306601,FALSE
76500,153.0,8.789784908008542,2.319641548911468,47.72742264762956,FALSE
77000,154.0,8.757281952838058,2.3302337713333894,50.22338217769438,FALSE
77500,155.0,8.744256668580414,2.3423179047050793,51.145329713906904,FALSE
78000,156.0,8.768681287584467,2.3378663636996238,49.833420555660865,FALSE
78500,157.0,8.782858536251423,2.3359444568905747,48.97420360540868,FALSE
79000,158.0,8.730490383356223,2.341230596971885,52.09703724249098,FALSE
79500,159.0,8.778830725232465,2.3278416194919007,49.35585392685114,FALSE
80000,160.0,8.771907427092906,2.3342029615154525,50.028078756222826,FALSE
80500,161.0,8.78656682765727,2.321269787280167,48.87116525902242,FALSE
81000,162.0,8.742653650731382,2.333392286793354,51.915407556703244,FALSE
81500,163.0,8.784760879721086,2.3240367378220834,49.28980478991514,FALSE
82000,164.0,8.774521773486542,2.33325513790617,50.28182700778733,FALSE
82500,165.0,8.773045720559288,2.334915490236946,50.50449904964228,FALSE
83000,166.0,8.795225014698634,2.3211910103203275,48.75199947203858,FALSE
83500,167.0,8.763863535933842,2.3316890274056497,51.268023473949214,FALSE
84000,168.0,8.770171716147775,2.3349577920779967,51.015564338846154,FALSE
84500,169.0,8.786645476383079,2.326884238648771,49.85482885031343,FALSE
85000,170.0,8.764164050279875,2.3387853725261443,51.63702237591321,FALSE
85500,171.0,8.763448873474834,2.3390622915103143,51.789233094911424,FALSE
86000,172.0,8.775143414816922,2.335956137921174,51.11746338735735,FALSE
86500,173.0,8.774318276235201,2.33038876141349,51.20003511752946,FALSE
87000,174.0,8.762936116678864,2.3338097140553824,52.073941948311024,FALSE
87500,175.0,8.765493599591,2.335624550034099,52.036495288574685,FALSE
88000,176.0,8.785039410668608,2.331031541130711,50.76128938731149,FALSE
88500,177.0,8.764773324231149,2.3372040515768258,52.302059193272335,FALSE
89000,178.0,8.765461397107606,2.328158227823645,52.23544504376578,FALSE
89500,179.0,8.750836965060591,2.342961865319989,53.32117048820505,FALSE
90000,180.0,8.765832058110878,2.3358686162638196,52.52119882970341,FALSE
90500,181.0,8.756695203794353,2.337846016096297,53.171589867484926,FALSE
91000,182.0,8.766889262060875,2.329252679961766,52.54494727241041,FALSE
91500,183.0,8.757739639060853,2.336054249329564,53.28802909009142,FALSE
92000,184.0,8.780421973623193,2.328922795309932,51.83363061317266,FALSE
92500,185.0,8.759642129068856,2.3371173825825284,53.374838001111634,FALSE
93000,186.0,8.768555149242674,2.3439772205603333,52.94541813924257,FALSE
93500,187.0,8.74726563699194,2.3383021925749654,54.24620838817736,FALSE
94000,188.0,8.787032940197335,2.322135620031827,51.568505468765125,FALSE
94500,189.0,8.776760850375087,2.333747423696479,52.625519662168344,FALSE
95000,190.0,8.745996764020385,2.3456108891158363,54.603861971012584,FALSE
95500,191.0,8.77468374241742,2.328943505703353,52.883955699064785,FALSE
96000,192.0,8.737093866337117,2.3469651732815917,55.19809991703178,FALSE
96500,193.0,8.791947188629816,2.3192503581014474,51.578375808406214,FALSE
97000,194.0,8.769262305134168,2.333647494210029,53.590025561146604,FALSE
97500,195.0,8.740218361837726,2.346944639681634,55.3293273934574,FALSE
98000,196.0,8.78460578684299,2.3260643270307697,52.57670102959631,FALSE
98500,197.0,8.773889104684223,2.332898048656376,53.53839862285817,FALSE
99000,198.0,8.751943798914288,2.343335240725822,55.01902106562638,FALSE
99500,199.0,8.766550224954894,2.339925490118112,54.24990773187858,FALSE
100000,200.0,8.759435697398807,2.331906880139486,54.68789608330092,FALSE
100500,201.0,8.742608116237706,2.3521019395563307,55.68749355887315,FALSE
101000,202.0,8.75135930502045,2.3463197567853262,55.37550480395865,FALSE
101500,203.0,8.79329238524875,2.321941053904296,52.41404945582148,FALSE
102000,204.0,8.788694263600291,2.3295246050073417,53.02923693286259,FALSE
102500,205.0,8.787880166774853,2.3294202905487476,53.18083715902181,FALSE
103000,206.0,8.750389393897512,2.350202247950717,55.75659475987944,FALSE
103500,207.0,8.751093080064107,2.331336248552237,55.745978849859526,FALSE
104000,208.0,8.772313488740016,2.3324288523787455,54.58263015420924,FALSE
104500,209.0,8.774255893064614,2.337603300054031,54.58863379690162,FALSE
105000,210.0,8.771897923388346,2.3404532317418996,54.847522338457225,FALSE
105500,211.0,8.756899192498414,2.3412522415554182,55.857376824600806,FALSE
106000,212.0,8.745849833972539,2.3381452892570236,56.50645266899193,FALSE
106500,213.0,8.763065748688197,2.3433799184922375,55.65734223415174,FALSE
107000,214.0,8.779763627261838,2.336272058133661,54.61407428104891,FALSE
107500,215.0,8.795040302007822,2.325578462998,53.37934290365756,FALSE
108000,216.0,8.758005376023483,2.3373543039162175,56.18872438261107,FALSE
108500,217.0,8.794455831344461,2.3192091707748603,53.4142202532392,FALSE
109000,218.0,8.762850994581326,2.3431358305655645,56.08599848428192,FALSE
109500,219.0,8.750147376927965,2.351010002674752,56.83285429511042,FALSE
110000,220.0,8.747229556959807,2.3492150371759974,57.074162487954084,FALSE
110500,221.0,8.780696221902058,2.333401999713019,55.07733247051589,FALSE
111000,222.0,8.779579525004145,2.3335783877746756,55.24304037294481,FALSE
111500,223.0,8.771471912154675,2.3232075141781365,55.67135022520822,FALSE
112000,224.0,8.778203744924781,2.32978981697979,55.43111382238352,FALSE
112500,225.0,8.777401612680054,2.3304141979858026,55.57867349022837,FALSE
113000,226.0,8.771258194889695,2.334819290310624,56.134388529255126,FALSE
113500,227.0,8.740427419035214,2.349677597932802,57.9350405706574,FALSE
114000,228.0,8.77020082646304,2.3358766729431,56.36555304959928,FALSE
114500,229.0,8.769095829002106,2.3343357856288423,56.497865146727555,FALSE
115000,230.0,8.783164685298756,2.325921245757285,55.46002929008682,FALSE
115500,231.0,8.7807060917321,2.334862074269965,55.865466803868784,FALSE
116000,232.0,8.785799594056561,2.331832412535853,55.52967294648632,FALSE
116500,233.0,8.72447698390821,2.354149689729593,58.956754111669454,FALSE
117000,234.0,8.77530966563804,2.3348549587899603,56.466597421054246,FALSE
117500,235.0,8.783964287207795,2.3307465240754093,55.87433973771111,FALSE
118000,236.0,8.757717699698597,2.347306615530527,57.75472518449335,FALSE
118500,237.0,8.781393806107992,2.326821431117461,56.136907386471215,FALSE
119000,238.0,8.76434571682745,2.3354863599648943,57.4903315020878,FALSE
119500,239.0,8.774596350997152,2.33616143362513,56.902457744566895,FALSE
120000,240.0,8.748954476908814,2.3434114611390497,58.530891418350535,FALSE
120500,241.0,8.78130919709939,2.3285315094724086,56.46845417993462,FALSE
121000,242.0,8.752805459157702,2.338819202992764,58.46311998331344,FALSE
121500,243.0,8.77068846803623,2.331533346812953,57.39050795863641,FALSE
122000,244.0,8.775688935889917,2.3295492848037176,57.091117255816116,FALSE
122500,245.0,8.767330835458747,2.3343995030204465,57.78751400969862,FALSE
123000,246.0,8.764126498690473,2.337000329217454,58.08563969148122,FALSE
123500,247.0,8.777473034896236,2.3346199127670157,57.253332647932105,FALSE
124000,248.0,8.740442607001967,2.347178403445234,59.47822503531886,FALSE
124500,249.0,8.768375070484689,2.3383380384814503,58.02818956604391,FALSE
125000,250.0,8.728119650992323,2.3276799477409646,59.95364472361826,FALSE
125500,251.0,8.741209926048093,2.3384118809463903,59.64762476437826,FALSE
126000,252.0,8.695866991973483,2.3377828698212664,60.99025789020084,FALSE
126500,253.0,8.766727942241046,2.337745128787838,58.39067541700023,FALSE
127000,254.0,8.770476859796572,2.3290936613161524,58.10579260189352,FALSE
127500,255.0,8.793078647666418,2.3225349191602134,56.37340298868441,FALSE
128000,256.0,8.775044878517305,2.3369142637496085,58.043946046773485,FALSE
128500,257.0,8.763898802204631,2.3417175578745835,58.858970516961286,FALSE
129000,258.0,8.682754737628622,2.3525939443499104,61.41582673285963,FALSE
129500,259.0,8.769065301817534,2.32931424811193,58.53921755830139,FALSE
130000,260.0,8.629395933690077,2.348220990936746,60.621991683874555,FALSE
130500,261.0,8.199049800718752,2.3370449713018404,19.3886413946937,FALSE
131000,262.0,8.338967387909902,2.358486935586353,33.7134850621898,FALSE
131500,263.0,8.494269313389225,2.3441231550741954,51.25579358765726,FALSE
132000,264.0,8.325700855014839,2.3451541602308272,32.80708148714311,FALSE
132500,265.0,8.423786303412285,2.3393622125486795,44.17762071754134,FALSE
133000,266.0,8.398541733007708,2.34837170426477,41.63776657442256,FALSE
