stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-99882.50211769318,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.358x8.064x8.941; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-93542.31536986693,298.26436275109444,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.358x8.064x8.941; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-29394.81051068337,294.81601426647796,595.4527480932122,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.358x8.064x8.941; nonbonded_periodicized=True
