stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-31817.45829756917,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.155x6.126x6.056; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-29014.963326765082,292.1589783317522,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.155x6.126x6.056; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-8665.817039365264,301.4509243780701,208.0062051322552,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.155x6.126x6.056; nonbonded_periodicized=True
