step,time_ps,coordination_number,mean_metal_oxygen_distance_A,bias_potential_kj_per_mol,escape_condition_met
0,0.0,9.335556697469778,2.439134869106466,0.0,FALSE
500,1.0,9.360126503178353,2.4323983251563233,1.9401068177935203,FALSE
1000,2.0,9.343100478261807,2.4405502545934836,3.6715896273826445,FALSE
1500,3.0,9.326900845253984,2.437906596372192,5.228591444095444,FALSE
2000,4.0,9.351357538618334,2.4367370430177555,6.69862801763615,FALSE
2500,5.0,9.349570663939089,2.437549258372719,8.027662222601647,FALSE
3000,6.0,9.362861590093802,2.4292026278584893,9.233791244301262,FALSE
3500,7.0,9.351645073505463,2.433683827897987,10.411809038128311,FALSE
4000,8.0,9.330086830392307,2.4535452342374287,11.437679221763782,FALSE
4500,9.0,9.324525747793656,2.444004687124958,12.454643831148601,FALSE
5000,10.0,9.38203123824456,2.43264612579392,13.337081688343702,FALSE
5500,11.0,9.332670629800985,2.446824816137139,14.33898301267418,FALSE
6000,12.0,9.248597553050303,2.4429661221186922,14.147104202018983,FALSE
6500,13.0,9.361731785983881,2.4374134831272105,16.021390468720597,FALSE
7000,14.0,9.332256690917605,2.435032375533874,16.803980499298667,FALSE
7500,15.0,9.332184507758436,2.445076086032964,17.54388176743034,FALSE
8000,16.0,9.375036643487142,2.430791543446711,18.17560013774603,FALSE
8500,17.0,9.3793386207512,2.421553818521006,18.776903253494815,FALSE
9000,18.0,9.334146691190256,2.444685771296688,19.616627735289885,FALSE
9500,19.0,9.353301353526673,2.4438824063864235,20.278968709067286,FALSE
10000,20.0,9.325453531436917,2.4500366052621474,20.799957949334917,FALSE
10500,21.0,9.356459645962588,2.4428051266736763,21.484164995622077,FALSE
11000,22.0,9.33396566127404,2.449972958210393,22.01263921577516,FALSE
11500,23.0,9.173856922008486,2.4393582490233308,18.017666446393427,FALSE
12000,24.0,9.38618710012364,2.427370982670468,22.833727143184344,FALSE
12500,25.0,9.349958044687032,2.4324274136008066,23.68893528634838,FALSE
13000,26.0,9.375531975357788,2.431815534046886,24.01724473216269,FALSE
13500,27.0,9.34678842231273,2.4405153221775704,24.704147214329222,FALSE
14000,28.0,9.355653946519011,2.4412614201544485,25.15792509400083,FALSE
14500,29.0,9.363018580246706,2.441272300614144,25.579022805799795,FALSE
15000,30.0,9.367155648383127,2.4338906862305163,25.99085897066703,FALSE
15500,31.0,9.39356362590822,2.4233794916171965,25.989493663201166,FALSE
16000,32.0,9.3800563155029,2.4261999484039425,26.69001222238039,FALSE
16500,33.0,9.310905910171217,2.4567244674631086,27.027495605226207,FALSE
17000,34.0,9.351330650057443,2.43902486620464,27.81107587353998,FALSE
17500,35.0,9.37295572505312,2.4379826311489596,28.062747773930916,FALSE
18000,36.0,9.344717496603488,2.4404164496503107,28.60681023391247,FALSE
18500,37.0,9.362952289970957,2.4330795282493147,28.922902604763703,FALSE
19000,38.0,9.346696942954898,2.441977950182518,29.362931697647657,FALSE
19500,39.0,9.358694954524163,2.435293221475119,29.69897183271947,FALSE
20000,40.0,9.318815800365371,2.442828288611182,29.89729786932755,FALSE
20500,41.0,9.339006396142972,2.447732570460052,30.398125951687785,FALSE
21000,42.0,9.40032049165656,2.418518809182146,29.97507088963331,FALSE
21500,43.0,9.350133234437683,2.438926746003599,31.12863306684621,FALSE
22000,44.0,9.374851992793971,2.4282637629319064,31.237170868147487,FALSE
22500,45.0,9.368860082761467,2.435149256247513,31.670535285405233,FALSE
23000,46.0,9.389030300808999,2.4260173343135287,31.620259768440782,FALSE
23500,47.0,9.333997786882868,2.4449826690078336,32.35654860163811,FALSE
24000,48.0,9.360206987198001,2.436173408383271,32.69002221773126,FALSE
24500,49.0,9.364941756046639,2.4331130444514093,32.94782912224261,FALSE
25000,50.0,9.339507138796401,2.4375377666598794,33.30958314134434,FALSE
25500,51.0,9.313157702526885,2.443999479444923,33.287040315622036,FALSE
26000,52.0,9.341825888168717,2.4446871314315595,33.88394920775533,FALSE
26500,53.0,9.34264395086782,2.445200089425063,34.1673968115862,FALSE
27000,54.0,9.253288643693022,2.4364291582307422,32.125315740415786,FALSE
27500,55.0,9.354780576964316,2.441079676636764,34.74017663968825,FALSE
28000,56.0,9.36460891906891,2.4319283417794986,34.93184743581621,FALSE
28500,57.0,9.360756831023991,2.4336664556330283,35.23767657170767,FALSE
29000,58.0,9.305386595553292,2.4557447298616606,34.9123538295294,FALSE
29500,59.0,9.368885999166812,2.434213108843876,35.684963608906905,FALSE
30000,60.0,9.33603685275017,2.4464950329253945,35.99252620305467,FALSE
30500,61.0,9.369258267738614,2.432391762233532,36.1740907965891,FALSE
31000,62.0,9.360431879101657,2.442527801826579,36.5120409756933,FALSE
31500,63.0,9.364277977608552,2.429020038542378,36.6921034334195,FALSE
32000,64.0,9.373554000850188,2.4284586463319133,36.82120387908366,FALSE
32500,65.0,9.390419957245626,2.4277904218136954,36.73111292388147,FALSE
33000,66.0,9.3538870603998,2.4455887261468496,37.4860528309356,FALSE
33500,67.0,9.35826872073689,2.429687732709955,37.68801532510377,FALSE
34000,68.0,9.35069063179576,2.4377627820620105,37.973517854710884,FALSE
34500,69.0,9.324547426807396,2.444836908764733,37.99788234170487,FALSE
35000,70.0,9.38725277311884,2.42639809074333,37.91863214607356,FALSE
35500,71.0,9.355997201986705,2.440591236199395,38.62668130858998,FALSE
36000,72.0,9.34616153525909,2.4457829778342344,38.83146435463167,FALSE
36500,73.0,9.28265451747407,2.452090338595288,37.66900109694034,FALSE
37000,74.0,9.369586477413526,2.430907043493082,39.12631088968553,FALSE
37500,75.0,9.342613967436883,2.449851140627419,39.419394993897896,FALSE
38000,76.0,9.405320022903677,2.4169489711069407,38.50867044154597,FALSE
38500,77.0,9.369085280353085,2.438278239544969,39.78169706532622,FALSE
39000,78.0,9.38074442756156,2.425659520973553,39.71842495431644,FALSE
39500,79.0,9.34883440661709,2.440623062792877,40.30805261240618,FALSE
40000,80.0,9.38605394879052,2.4262560755959153,40.00976389582087,FALSE
40500,81.0,9.354074346328026,2.4367764424806295,40.69295330792577,FALSE
41000,82.0,9.36252690229949,2.431501547345443,40.81428948957929,FALSE
41500,83.0,9.343245278602343,2.4460039579985264,41.03904231076473,FALSE
42000,84.0,9.345751598436419,2.435618553006525,41.26155107521917,FALSE
42500,85.0,9.36319744681743,2.4262940695322444,41.320347949689626,FALSE
43000,86.0,9.35089108047165,2.4453542686862457,41.6098511851285,FALSE
43500,87.0,9.360537973851116,2.440098880370652,41.7793521403897,FALSE
44000,88.0,9.250190710964025,2.449528229306427,38.81703704497695,FALSE
44500,89.0,9.382057641225387,2.4246417790223616,41.7431721791463,FALSE
45000,90.0,9.359133488431842,2.4401322205866958,42.33232114732022,FALSE
45500,91.0,9.345500206875013,2.4401070731667596,42.533990233568474,FALSE
46000,92.0,9.383683600437152,2.4258308062147003,42.24421956589909,FALSE
46500,93.0,9.389441423822138,2.427130003634879,42.29046329971915,FALSE
47000,94.0,9.35229783327457,2.4442617090734444,43.033459004205874,FALSE
47500,95.0,9.366213507284455,2.428690701477555,43.08209804330762,FALSE
48000,96.0,9.33651185091729,2.4340933297304117,43.3227422736066,FALSE
48500,97.0,9.057447781904578,2.4430615881856377,22.58863409095937,FALSE
