rosetta_rank,shortlist_rank,candidate_id,campaign_id,backbone_id,preserved_metal_identity,representative_design_id,representative_ligand_confidence,representative_overall_confidence,representative_packed_pdb,pre_relax_scorefile_source,pre_relax_total_score
3,3,hans_pocket_ss_only_u02,hans_pocket_ss_only,hans_pocket_8fnr_chain_a,DY,2,0.4251,0.4261,results/ligandmpnn_smoke/hans_pocket_ss_only_u02/packed/hans_pocket_ss_only_u02_packed_2_1.pdb,results/rosetta_score_smoke/hans_pocket_ss_only_u02/score.sc,150.783
