stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-28859.639693283887,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=4.906x5.885x5.801; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-26475.66267697061,280.36425122073996,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=4.906x5.885x5.801; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-6708.020816673943,290.47239829695513,159.18456720925428,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=4.906x5.885x5.801; nonbonded_periodicized=True
