stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-26533.1185356813,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.035x6.176x5.847; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-24165.169829491606,300.3913881269418,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.035x6.176x5.847; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-4292.937693920393,305.02876736920285,188.8866682641923,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.035x6.176x5.847; nonbonded_periodicized=True
