rosetta_rank,shortlist_rank,candidate_id,campaign_id,backbone_id,preserved_metal_identity,representative_design_id,representative_ligand_confidence,representative_overall_confidence,representative_packed_pdb,pre_relax_scorefile_source,pre_relax_total_score
2,4,am1_mex_ss_only_u03,am1_mex_ss_only,am1_mex_8fns_chain_a,ND,1,0.3526,0.3547,results/ligandmpnn_smoke/am1_mex_ss_only_u03/packed/am1_mex_ss_only_u03_packed_1_1.pdb,results/rosetta_score_smoke/am1_mex_ss_only_u03/score.sc,111.951
