stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-96735.10346701488,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.908x8.031x8.919; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-90121.59447750618,300.8520874839625,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.908x8.031x8.919; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-26135.201938407015,300.6287964443412,533.5654588759277,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.908x8.031x8.919; nonbonded_periodicized=True
