stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-98903.26203782522,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.008x7.654x8.807; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-91668.1623315755,292.55027872970766,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.008x7.654x8.807; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-26044.198745124355,297.6922961709772,510.2604476890128,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.008x7.654x8.807; nonbonded_periodicized=True
