stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-27168.900120077935,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.178x5.597x5.644; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-24898.600601166232,299.35902225478117,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.178x5.597x5.644; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-4904.755092431643,296.9694774320776,160.44969779370447,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.178x5.597x5.644; nonbonded_periodicized=True
