stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-28692.500976529267,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.933x5.611x5.785; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-26448.361384028907,301.8214784019122,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.933x5.611x5.785; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-7414.093051837257,300.94710001833016,199.44980091243875,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.933x5.611x5.785; nonbonded_periodicized=True
