stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-27971.109201259213,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.666x5.779x5.952; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-25740.148103681717,304.1953914287376,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.666x5.779x5.952; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-6487.259979845941,302.6916040864895,180.68350617924645,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.666x5.779x5.952; nonbonded_periodicized=True
