stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-28835.695877738217,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.576x5.548x6.130; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-26306.139904931886,318.6313052938194,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.576x5.548x6.130; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-6255.013640098632,289.74892090251797,184.64990635534676,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.576x5.548x6.130; nonbonded_periodicized=True
