stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-31031.643044241115,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.176x5.619x5.611; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-28716.918857190816,287.3567950338019,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.176x5.619x5.611; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-8369.615493983938,304.6873207540709,160.32701521049074,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.176x5.619x5.611; nonbonded_periodicized=True
