stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-29693.70678033918,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.043x5.695x5.953; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-27532.960494158862,297.3185235976855,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.043x5.695x5.953; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-7101.583142858564,293.8021542494354,170.75832647593154,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.043x5.695x5.953; nonbonded_periodicized=True
