stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-30232.827455209448,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=4.982x5.873x5.812; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-28125.78316910885,303.3067149160039,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=4.982x5.873x5.812; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-8151.566782865833,300.4248213510151,165.72931266759224,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=4.982x5.873x5.812; nonbonded_periodicized=True
