stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-96396.00390200395,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.942x8.152x8.757; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-89710.13393433749,295.174961779171,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.942x8.152x8.757; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-26060.76847124185,299.03224616900826,526.230111502041,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.942x8.152x8.757; nonbonded_periodicized=True
