stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-33177.72693689456,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.055x6.144x5.938; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-30355.553309627925,299.7401861881115,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.055x6.144x5.938; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-10000.228923817578,302.1825914332115,183.96256393999982,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.055x6.144x5.938; nonbonded_periodicized=True
