stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-30550.60548573908,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.127x6.157x5.884; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-27423.44593758353,302.62335007344456,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.127x6.157x5.884; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-6906.23284416527,299.2950782815873,180.34764694092883,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.127x6.157x5.884; nonbonded_periodicized=True
