stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-28898.782691095927,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.757x5.643x6.138; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-26306.39136533814,300.59919510603686,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.757x5.643x6.138; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-6427.01897554439,303.61002479870035,202.7551248743374,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.757x5.643x6.138; nonbonded_periodicized=True
