stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-92214.2072815613,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.047x8.253x8.767; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-84981.5466602804,296.2813268151524,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.047x8.253x8.767; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-20180.81732955294,299.91611750007377,583.3370808285592,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=8.047x8.253x8.767; nonbonded_periodicized=True
