stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-29834.15275415135,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.182x6.107x5.911; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-26580.475352080837,296.5957850268806,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.182x6.107x5.911; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-6401.000643497467,302.96944486066184,191.15766492158482,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=5.182x6.107x5.911; nonbonded_periodicized=True
