stage_name,status,attempt_index,minimization_max_iterations,step_count,duration_ps,potential_energy_kj_per_mol,temperature_K,box_volume_nm3,notes
minimization,success,1,200,0,0.0,-94592.6880118392,,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.957x7.864x8.810; nonbonded_periodicized=True
nvt,success,1,200,10000,20.0,-87505.05777518298,298.86628344991044,,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.957x7.864x8.810; nonbonded_periodicized=True
npt,success,1,200,10000,20.0,-23294.778894113893,294.4660012903389,539.2393274923394,platform=CPU; properties=Threads=16; temperature_target_K=298; pressure_atm=1.0; periodicized_npt_box_nm=7.957x7.864x8.810; nonbonded_periodicized=True
